               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,             0.11241,             0.04059,                   0,               0.001,            0.058065,          0.00053806,          0.00014815,             0.11274,            0.027859,                   0,              0.0937,              0.0007,              0.0007
                   0,             0.11241,             0.04059,                   0,               0.001,            0.058065,          0.00053806,          0.00014815,             0.11274,            0.027859,                   0,              0.0937,              0.0007,              0.0007
