               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,               0.085,            0.034093,                   0,             0.49815,             0.38944,             0.38672,             0.16723,            0.060021,            0.016148,                   0,             0.07009,           0.0033234,           0.0033234
