               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,             0.11223,            0.040578,                   0,               0.001,            0.058065,          0.00057105,          0.00010685,             0.11397,            0.026749,                   0,              0.0937,              0.0007,              0.0007
